RestaurantName,Category,Pricing,Locality,DiningRating,DiningReviewCount,DeliveryRatingCount
Thalaivar,"South Indian, Kerala, Andhra, Tamil",800," Shahpur Jat, New Delhi",4.1,289,1393
Sticky Rice,"Asian, Japanese, Beverages, Desserts",1500," Punjabi Bagh, New Delhi",4.1,286,281
Citrus Cafe,"North Indian, Asian, European, South Indian, Beverages",1000," Sandal Suites By Lemon Tree Hotels, Sector 135 Noida, Noida",4.1,373,0
Kulcha Junction,Street Food,200," Karol Bagh, New Delhi",4.1,594,986
Dilli 32 - The Leela Ambience Convention Hotel,"North Indian, Mughlai, Biryani, Fast Food, Beverages",3500," The Leela Ambience Convention Hotel, New Delhi",4.1,378,5
Jazbaa,"North Indian, Chinese, Italian, Beverages",2300," Rajouri Garden, New Delhi",4.1,1238,48
Shri Radhe Krishna Chole Bhature,North Indian,300," Karkardooma, New Delhi",4.1,991,74200
Kerala Hotel,"Kerala, Biryani",400," INA, New Delhi",4.1,280,0
Uber Lounge,"Continental, North Indian, Italian, Salad",2100," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.1,662,336
Cultured - Heartcrafted Brew & Eatery,"Continental, Fast Food, Mediterranean, Beverages",700," Safdarjung, New Delhi",4.1,131,219
Maa Tara,"Bengali, North Indian",500," Chittaranjan Park, New Delhi",4.1,921,7817
Kunafa,"Desserts, Middle Eastern",300," Lodhi Colony, New Delhi",4.1,304,56
Shakahari Restaurant,North Indian,500," Chawri Bazar, New Delhi",4.1,403,4
Broadway - Radisson Blu,"North Indian, Italian, Chinese, Continental, Beverages",3000," Radisson Blu Faridabad, Sector 20, Faridabad, Faridabad",4.1,325,9
Domino's Pizza,"Pizza, Fast Food, Desserts, Beverages",500," Ballabhgarh, Faridabad",4.1,611,5655
Sardar-Ji-Bakhsh Coffee & Co.,"Cafe, Italian, Fast Food",500," Hauz Khas, New Delhi",4.1,402,1462
Chaska,"North Indian, Chinese, Mughlai, Beverages, Kebab",600," NIT, Faridabad",4.1,432,7903
Roshan Di Kulfi,"Chinese, North Indian, South Indian, Ice Cream, Mithai",350," Karol Bagh, New Delhi",4.1,1735,11100
Chai Point,"Tea, Fast Food, Beverages, Street Food",450," Cyber Hub, DLF Cyber City, Gurgaon",4.1,998,8260
Simply South,South Indian,300," Gamma 1, Greater Noida",4.1,472,13500
Shri Hari Restaurant,North Indian,400," Lajpat Nagar 2, New Delhi",4.1,270,2516
Kullhad Chai,"South Indian, Street Food, North Indian, Tea, Beverages",300," Rajinder Nagar, New Delhi",4.1,153,1271
Kant Khana Khazana,North Indian,450," Sector 16, Faridabad",4.1,302,0
Shake Square,"Beverages, Fast Food, Ice Cream, Desserts",300," Connaught Place, New Delhi",4.1,1611,890
Mr. Choy,"Asian, Chinese, Japanese, Sushi, Desserts, Thai",1700," Khan Market, New Delhi",4.1,721,48
Bunta Bar Live,"North Indian, Chinese, Momos, Fast Food",1400," Janpath, New Delhi",4.1,1073,1
Club Lepid - By Cafe After Hours,"North Indian, Chinese, Continental",2000," City Centre Mall, Sector 12, Dwarka, New Delhi",4.1,405,553
Crops & Curries,"North Indian, Continental, Chinese, Desserts, Fast Food, Beverages",1700," Sector 72, Noida",4.1,173,7
Cheese & More - The Kitchen,"Continental, Fast Food",600," Charmwood Village, Faridabad",4.1,230,1897
Flavours,"Chinese, Fast Food, Beverages",400," Pitampura, New Delhi",4.1,797,1
Janki Vaishno Dhaba,"North Indian, Chinese, Fast Food",400," Subhash Nagar, New Delhi",4.1,375,764
KFC,"Burger, Fast Food, Beverages, Desserts",450," Rohini, New Delhi",4.1,715,12100
The Library - The Leela Palace,"Italian, Continental",3500," The Leela Palace, Chanakyapuri, New Delhi",4.1,103,0
Dial a Cake,Bakery,350," Pandav Nagar, New Delhi",4.1,453,14900
Bhape Da Hotel,"North Indian, Mughlai",600," Connaught Place, New Delhi",4.1,689,390
Delhi Pavilion - Sheraton New Delhi Hotel,"North Indian, Continental, Asian",3000," Sheraton New Delhi Hotel, Saket, New Delhi",4.1,396,0
Jade - The Claridges,"Thai, Asian, Beverages",1000," The Claridges, Aurangzeb Road, New Delhi",4.1,204,0
Mithaas,"North Indian, South Indian, Street Food, Continental, Mithai, Chinese",500," Crossing Republik, Ghaziabad",4.1,615,38300
Baljeet's Amritsari Koolcha,North Indian,500," Rajouri Garden, New Delhi",4.1,442,2588
The For'est,"Cafe, Asian, Korean, Beverages",700," Basant Lok Market, Vasant Vihar, New Delhi",4.1,196,498
Blue Water Grille,"Mughlai, North Indian, Seafood, Chinese",1300," Rajinder Nagar, New Delhi",4.1,326,5622
Shophouse by Kylin,"Japanese, Asian",1500," One Horizon Center, Golf Course Road, Gurgaon",4.1,417,416
Haveli,North Indian,800," Murthal, New Delhi",4.1,323,0
The Chai Story,"Fast Food, Beverages, Tea, Sandwich, Pizza",600," Munirka, New Delhi",4.1,197,758
Gulati Da Punjabi Dhaba,"North Indian, Street Food",500," NIT, Faridabad",4.1,493,26300
Wah Bhai Wah,North Indian,400," Sector 7, Faridabad",4.1,735,24500
Al Qureshi's,"North Indian, Mughlai, Raw Meats",550," Alaknanda, New Delhi",4.1,780,1
STORY Club And Lounge - The Westin Gurgaon,"Bar Food, North Indian, Italian",3000," The Westin Gurgaon, Sector 29, Gurgaon",4.1,311,0
Chidyaghar Bar - Roseate House,"Finger Food, Modern Indian",3500," Roseate House, Aerocity, New Delhi",4.1,212,0
#OFF Campus,"Beverages, Continental, Italian, Fast Food, Momos",800," Satyaniketan, New Delhi",4.1,1356,0
Rodeo Cantina & Kitchen,"Mexican, North Indian, Beverages",1800," Connaught Place, New Delhi",4.1,697,19
Healthy Chef,"Cafe, Healthy Food, Asian, Desserts, Fast Food, Beverages",600," Janakpuri, New Delhi",4.1,344,4919
Manpasand Restro,"North Indian, South Indian, Chinese",350," Sector 22, Gurgaon",4.1,377,508
Knight Rider Junction,"Chinese, Mughlai, Continental, Italian, North Indian",1300," Gwal Pahari, Gurgaon",4.1,368,381
Park Balluchi,"Mughlai, North Indian, Chinese, BBQ, Afghan, Seafood",750," Sector 72, Noida",4.1,547,1607
Hale And Hearty,"Continental, Healthy Food",1600," Hauz Khas, New Delhi",4.1,151,345
The Chocolate Room,"Desserts, Mexican, Italian, Beverages",500," City Centre Mall, Sector 12, Dwarka, New Delhi",4.1,303,2539
Nitin Da Dhaba,"North Indian, Chinese, Fast Food",250," Sheikh Sarai, New Delhi",4.1,357,122
The Gol Chakkar Cafe,"North Indian, Continental, Chinese, Mughlai, Fast Food, Beverages",1700," Kalkaji, New Delhi",4.1,522,1239
The Punjabi Junction,"North Indian, Chinese, Mughlai, Biryani",400," Jaipuria Sunrise Plaza, Indirapuram, Ghaziabad",4.1,323,9324
League Of Nations,"North Indian, Fast Food, Chinese, Beverages",800," Vijay Nagar, New Delhi",4.1,365,44
Dunkin' Donuts,"Desserts, Beverages, Burger, Fast Food",600," Barakhamba Road, New Delhi",4.1,520,5406
Kake Da Hotel,"North Indian, Fast Food, Mughlai, Desserts, Beverages",1000," Malviya Nagar, New Delhi",4.1,586,9683
Rasoi By Atithi House,"North Indian, Chinese, Mughlai, Fast Food, Desserts, Beverages",500," Knowledge Park, Greater Noida",4.1,560,10900
Handi Highway Dining,North Indian,800," Raj Nagar, Ghaziabad",4.1,1015,8411
Drool Fresh Bakehouse & Cafe,"Cafe, Italian, Chinese, North Indian, Thai",1200," Sector 13, Dwarka, New Delhi",4.1,936,2758
Kafe Republic,"Cafe, Continental, Fast Food, Beverages",1200," Indirapuram, Ghaziabad",4.1,494,493
UP 16 Cafe & Bar,"Mughlai, North Indian, Pizza, Continental, Italian, Chinese, Street Food",1200," Logix City Centre, Sector 32, Noida, Noida",4.1,248,7
Yo Tibet,"Chinese, Tibetan, North Indian",500," Safdarjung, New Delhi",4.1,543,716
The Biryani House,"Biryani, North Indian, Beverages",550," Kamla Nagar, New Delhi",4.1,191,818
The Feast Box,"Chinese, Italian, Momos, Burger, Wraps, Fast Food, Beverages",650," Sector 135, Noida",4.1,190,1415
Al - Bake,"North Indian, Chinese, Mughlai, Kebab, Momos",600," Community Centre, New Friends Colony, New Delhi",4.1,3197,1719
Jahangeer Foods,"North Indian, Mughlai",600," Daryaganj, New Delhi",4.1,323,0
Waffle King,"Desserts, Fast Food, Beverages",300," Pitampura, New Delhi",4.1,353,2745
Delhi Salad Store,"Salad, Fast Food, Healthy Food, Beverages",600," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.1,214,893
SGF - Spice Grill Flame,"North Indian, Chinese, Rolls",400," Model Town 2, New Delhi",4.1,432,3894
Shri Ram Dhaba,"North Indian, Chinese, Fast Food",500," Sohna Road, Gurgaon",4.1,842,473
Hunger Cure,"Fast Food, Chinese, Beverages, Desserts, North Indian",500," Sector 14, Faridabad",4.1,558,4843
The Galaxy,"North Indian, Chinese, Rolls, Momos",600," Delhi University-GTB Nagar, New Delhi",4.1,203,476
The Thickshake Factory,"Beverages, Desserts, Ice Cream",400," Gaur City 1, Greater Noida",4.1,144,321
Alkakori Alkauser,"Mughlai, North Indian",1000," R K Puram, New Delhi",4.1,899,5383
Le Chef,"North Indian, Chinese, South Indian, Fast Food, Ice Cream, Beverages",700," Cross River Mall, Karkardooma, New Delhi",4.1,485,1664
Jack 'N' Chill,"American, Italian, Cafe, Salad",600," Vijay Nagar, New Delhi",4.1,945,3611
Fill Up,"North Indian, Chinese",1400," Sector PI, Greater Noida",4.1,767,4225
Pioneer's Flavours of China,"Chinese, Seafood",1300," Connaught Place, New Delhi",4.1,407,272
Delicieux,"Bakery, Desserts, Chinese, Fast Food, Burger",350," Janakpuri, New Delhi",4.1,279,2821
Shiv Shankar Dhaba,North Indian,300," Paschim Vihar, New Delhi",4.1,531,12600
Fabelle Chocolates - ITC Maurya,"Desserts, Bakery",1200," ITC Maurya, Chanakyapuri, New Delhi",4.1,133,77
Bombay Blast,"Street Food, Fast Food, Beverages",350," Ashok Vihar Phase 2, New Delhi",4.1,260,2599
Cake Bhandar,"Bakery, Desserts",300," Sector 62, Noida",4.1,345,2562
Indyaki - Radisson Blu,"North Indian, Mughlai, Desserts",3000," Radisson Blu, Paschim Vihar, New Delhi",4.1,291,2
Mad Over Donuts,"Desserts, Beverages",500," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.1,361,6338
Shawarma Factory,"Arabian, Biryani, Lebanese",450," Jaipuria Sunrise Plaza, Indirapuram, Ghaziabad",4.1,187,1402
Tunday Kababi,"Lucknowi, Mughlai",600," Qutab Plaza, DLF Phase 1, Gurgaon",4.1,696,1
Brown Sugar,"Fast Food, Chinese, Bakery, Desserts, North Indian, Beverages",500," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.1,1259,17300
Karnataka,"South Indian, North Indian, Chinese",700," Yusuf Sarai, New Delhi",4.1,542,2487
Vaishno Punjabi Dhaba,North Indian,500," Prashant Vihar, New Delhi",4.1,403,604
Ama Thakali,"Nepalese, Chinese",400," Majnu ka Tila, New Delhi",4.1,327,39
The Burger Company,"Burger, Fast Food, Beverages",400," Global Foyer, Palam Vihar, Gurgaon",4.1,217,1636
The Coffee Bean & Tea Leaf,"Coffee, Tea, Cafe, Fast Food, Sandwich, Bakery, Desserts, Beverages",800," Select Citywalk Mall, Saket, New Delhi",4.1,1045,992
4th Street Cafe,"Fast Food, Beverages, Cafe",500," Preet Vihar, New Delhi",4.1,555,3929
HashStix,"Burger, Momos, Fast Food, Desserts, Beverages",400," Sector 15, Faridabad",4.1,470,5736
Nirula's,"Fast Food, Pizza, Ice Cream, Beverages, Desserts",500," Sushant Lok, Gurgaon",4.1,421,10400
Om Sai Ram Andhra Mess,"Biryani, South Indian",400," Sector 45, Gurgaon",4.1,299,7376
La Vie Pizzeria,"Pizza, Fast Food, Beverages",1000," Khan Market, New Delhi",4.1,680,1123
Arabian Delites,"Arabian, Fast Food, Wraps, Rolls",500," Flyover Market, Defence Colony, New Delhi",4.1,457,4417
Madras Cafe,"South Indian, Chinese",300," Shahdara, New Delhi",4.1,642,8079
The Chocolate Villa,"Bakery, Fast Food, Desserts, Beverages",500," Crescent Square Mall, Rohini, New Delhi",4.1,462,1357
Bistro 37,"Cafe, Chinese, Italian, Sandwich, Burger, Beverages, Continental",900," Hajipur, Noida",4.1,457,5685
Anjlika,"Bakery, Fast Food, Rolls, Ice Cream, Desserts, Beverages",400," Rajouri Garden, New Delhi",4.1,366,146
Cake Desire,Bakery,300," Palam Vihar, Gurgaon",4.1,179,1170
The Regal Kitchen,"North Indian, Chinese, Momos",400," Sector 7, Dwarka, New Delhi",4.1,194,2172
Too Indian,"North Indian, Continental",1400," Rajouri Garden, New Delhi",4.1,2215,428
Veda,"North Indian, Mughlai, Beverages, Biryani",1600," Connaught Place, New Delhi",4.1,1722,110
Khan Chacha,"North Indian, Mughlai, Rolls, Beverages",600," Khan Market, New Delhi",4.1,3469,1080
Al Lazeez,"North Indian, Mughlai, Rolls, Biryani",400," Lajpat Nagar 4, New Delhi",4.1,869,20800
Havmor Ice Cream,"Ice Cream, Desserts",200," Janakpuri, New Delhi",4.1,280,2667
Breakfast Point,North Indian,200," Prashant Vihar, New Delhi",4.1,271,1863
Kake Da Hotel,"North Indian, Mughlai, Rolls, Chinese",700," Jail Road, New Delhi",4.1,282,1950
Surahi By The Rajkamal,"North Indian, Chinese",1300," Connaught Place, New Delhi",4.1,424,11
The Chinese Hut,"Chinese, Fast Food, Momos",600," Aditya City Centre, Indirapuram, Ghaziabad",4.1,531,1398
Wabi Sabi,"Bakery, Fast Food, Desserts",500," Sector 93, Noida",4.1,193,865
Makhani Siingh,"North Indian, Mughlai, Biryani, Rolls",550," The Great India Place, Sector 38, Noida",4.1,391,1042
BTW,"North Indian, Street Food, South Indian, Chinese",500," Living Style Mall, Jasola, New Delhi",4.1,946,17800
Angels In My Kitchen,"Bakery, Fast Food",400," Cyber Hub, DLF Cyber City, Gurgaon",4.1,1387,4960
Subway,"Healthy Food, Fast Food, Salad, Wraps",500," Vijay Nagar, New Delhi",4.1,750,42900
Chinese Veg Crunch,"Chinese, Momos, North Indian",500," Rohini, New Delhi",4.1,180,8462
GreeNox Lounge,"Salad, Healthy Food, Juices, Beverages",500," Sector 62, Noida",4.1,225,2431
Locale,"North Indian, Beverages, Italian, Mughlai",2000," Saket, New Delhi",4.1,882,466
Delhi Barbeque,"North Indian, Street Food, Beverages, Desserts",1100," Mahipalpur, New Delhi",4.1,248,7
Harish Bakery,"Bakery, Chinese, South Indian, Fast Food, North Indian, Beverages, Street Food, Desserts",500," Old Railway Road, Gurgaon",4.1,908,5369
Throttle Shrottle,"Cafe, North Indian, Fast Food, Beverages",600," Gwal Pahari, Gurgaon",4.1,453,0
Refections- The Juice Bar,"Beverages, Juices, Salad",300," Yusuf Sarai, New Delhi",4.1,430,2738
DIOS The Neighbourhood Bistro,"Italian, Continental, Mexican, North Indian",1300," Sector 132, Noida",4.1,381,2454
Eato,"Mughlai, North Indian, Biryani, Chinese",700," Sector 50, Gurgaon",4.1,279,2311
Kitchen Clicks,"North Indian, Chinese, Continental",1400," Indirapuram, Ghaziabad",4.1,162,9
Mocha Arthouse,"Cafe, North Indian, Continental, Beverages, Desserts, Fast Food",1400," DLF Promenade Mall, Vasant Kunj, New Delhi",4.1,1402,78
Utsav - Gourmet Cakes and Breads,"Bakery, Desserts, Continental",250," Shalimar Bagh, New Delhi",4.1,143,1082
Delhi Baking Company - JW Marriott New Delhi,"Bakery, Cafe, Fast Food, Healthy Food",2500," JW Marriott New Delhi, New Delhi",4.1,180,1
Cinch,"North Indian, Chinese, Continental, Thai, Lebanese, Mexican, Kebab",1500," Gaur Central  Mall, Raj Nagar, Ghaziabad",4.1,855,643
Bruxie,"Burger, Sandwich, Fast Food, Beverages, Desserts",900," Ambience Mall, DLF Phase 3, Gurgaon",4.1,158,56
Instapizza,"Pizza, Fast Food",450," Sector 37, Gurgaon",4.1,506,5190
MOC - The American Restaurant,"Burger, Fast Food, Beverages",500," Mayur Vihar Phase 1, New Delhi",4.1,345,7528
City Spicee,"North Indian, Chinese",600," NIT, Faridabad",4.1,476,8630
Khalsa,"North Indian, Mughlai",600," Punjabi Bagh, New Delhi",4.1,334,4075
Saffron - Trident Gurgaon,"North Indian, South Indian, Kebab, Mughlai, Beverages, Desserts",3200," Trident, Udyog Vihar, Gurgaon",4.1,171,0
Auntie Fung's - Asian Street Food,"Asian, Chinese, Thai, Burmese, Vietnamese, Japanese, Indonesian, Momos",1000," DLF Galleria, DLF Phase 4, Gurgaon",4.1,490,2101
The Lo-cal Kitchen,"Cafe, Healthy Food, Salad, Wraps, Desserts, Sandwich",1200," Greater Kailash 1 (GK1), New Delhi",4.1,392,3318
Gallery Café - Hyatt Place,"Cafe, Asian, North Indian, Desserts",1600," Hyatt Place Gurgaon, Gurgaon",4.1,279,40
Champaran Meat House,"North Indian, Mughlai",300," Laxmi Nagar, New Delhi",4.1,454,1500
Mogli's Coffee,"Italian, Continental, Sandwich, Beverages, Cafe, Desserts",500," PVR City Centre Mall, MG Road, Gurgaon",4.1,270,724
Punjabi Dhaba,North Indian,400," Rohini, New Delhi",4.1,366,75
The Chow,"Chinese, Thai, Momos",600," Rohini, New Delhi",4.1,295,1272
Sparrows At Home Cafe,"Cafe, Desserts, Fast Food, Beverages, Pizza, Sandwich, Salad",650," Hajipur, Noida",4.1,297,41
Hot & Crusty,"Fast Food, Desserts, Beverages",450," Narela, New Delhi",4.1,363,2504
The Flashback,"Italian, Chinese, Continental, American",700," Rajendra Place, New Delhi",4.1,932,12800
Excuse Me Boss,"North Indian, Chinese, European, Fast Food, Continental",1800," MGF Metropolitan Mall, Saket, New Delhi",4.1,739,62
Wangchuk's Tibetan Kitchen,"Tibetan, Chinese, Momos",800," Rodeo Drive, Sector 49, Gurgaon, Gurgaon",4.1,253,2468
Zarra Si Biryani,"Biryani, North Indian, Mughlai",800," Baani Square, Sector 50, Gurgaon",4.1,364,1542
For God's Cake,Bakery,300," Gujranwala Town, New Delhi",4.1,1133,3778
Jain Coffee House,Fast Food,400," Chandni Chowk, New Delhi",4.1,310,2
Play Pizza,"Italian, Fast Food, Beverages, Desserts, Salad, Pasta, Pizza",450," Laxmi Nagar, New Delhi",4.1,635,10600
New Sher A Punjab,North Indian,400," DLF Phase 3, Gurgaon",4.1,358,4206
Gourmet Nirvana,"Pizza, Italian, Sandwich, Fast Food, Beverages, Burger",650," Sector 37, Noida",4.1,140,571
THC - The Hunger Cartel,"Burger, Pizza, Fast Food, Beverages, Continental, Italian, Lebanese",1200," Shahpur Jat, New Delhi",4.1,371,2036
Oh My Gopala,"North Indian, Chinese, Street Food, Biryani",1000," Connaught Place, New Delhi",4.1,300,54
Moets Coco Palm,"South Indian, Chettinad, Kerala, Andhra, Seafood, Desserts, Beverages",800," PVR City Centre Mall, MG Road, Gurgaon",4.1,404,1904
Cafe Garage Inc.,"Chinese, South Indian, Biryani",700," Safdarjung, New Delhi",4.1,158,7
Swad-E-Lazeez,"North Indian, Chinese, Mughlai, Biryani",700," Amrapali Leisure Valley, Greater Noida",4.1,279,3971
Mealodrama Modern Bistro,"North Indian, Chinese, Continental, Fast Food, Mughlai",1200," Rajouri Garden, New Delhi",4.1,1423,68
The Shahi Foods,North Indian,350," Shahdara, New Delhi",4.1,430,2228
"Squire- ""Shudhh Khao Shudhh Khilao""","North Indian, Chinese, Fast Food",500," Sector 72, Noida",4.1,354,523
Five Star Dhaba,Mughlai,500," Paschim Vihar, New Delhi",4.1,712,11200
One Degree East Cafe,"Chinese, Thai",1000," Chanakyapuri, New Delhi",4.1,216,49
Handi Mittra Di,"Mughlai, North Indian, Chinese, Kebab",550," Crossing Republik, Ghaziabad",4.1,567,8142
Apna Dhaba & Caterers,North Indian,300," Mayapuri Phase 2, New Delhi",4.1,503,20700
Wonder Taste of Spices,"North Indian, Chinese, Rolls, Mughlai",700," Paschim Vihar, New Delhi",4.1,389,8325
Cake Innovation,"Bakery, Fast Food",400," Sector 7, Gurgaon",4.1,267,1502
Mystery of Spice,"North Indian, Chinese, Continental",1000," Hajipur, Noida",4.1,812,700
The Belgian Fries Co - Burgers & Fries,"Burger, Fast Food, Continental, American, Belgian, Finger Food, Desserts, Beverages",700," MGF Metropolitan Mall, MG Road, Gurgaon",4.1,435,6895
Chef Style,"North Indian, Chinese, Rolls",1500," Sector 53, Gurgaon",4.1,696,9311
Rampur Kitchen,"Rolls, Mughlai, Kebab",550," The India Mall, New Friends Colony, New Delhi",4.1,405,496
CG's - Lounge Cafe Bar,"Continental, North Indian",1800," Rajouri Garden, New Delhi",4.1,236,0
Oliver Kitchen,"North Indian, Pizza, Chinese, Mughlai",600," Sector 29, Faridabad",4.1,278,2774
Khidki,"Burger, Healthy Food, Continental, Fast Food, Desserts, Beverages",450," Sector 15, Faridabad",4.1,282,2706
The Noodle Company,"Asian, Chinese, Thai",900," Supermart 2, DLF Phase 4, Gurgaon",4.1,510,4937
Chocolate Desire,"Fast Food, Desserts, Beverages",500," Sector 19, Noida",4.1,267,665
Riviera,"Continental, North Indian, Chinese, Mediterranean, Fast Food, Beverages",2100," Ameya Suites, Jasola, New Delhi",4.1,263,131
Hong Kong Express,"Chinese, Thai, Momos",700," Raheja Mall, Sohna Road, Gurgaon",4.1,425,4048
Mast Punjabi Chap Corner,"North Indian, Momos, Rolls",300," Rohini, New Delhi",4.1,464,3365
Ajay Arya Shudh Jaivik Bhojanalaya,North Indian,300," Sector 19, Faridabad",4.1,591,9660
Panditji (Sadar Bazar Wale),North Indian,150," Rohini, New Delhi",4.1,372,9185
La Seine - The Chocolate Emporium,"Bakery, Fast Food, Desserts, Beverages",500," Green Park, New Delhi",4.1,211,1353
Kebabs & Kurries - WelcomHotel Dwarka,"North Indian, Mughlai, Desserts",3200," WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi",4.1,334,3
Brick N Bean Cafe,"Italian, Continental, Fast Food, Beverages",1000," Sector 50, Gurgaon",4.1,191,97
New Gole Hatti,Street Food,150," West Patel Nagar, New Delhi",4.1,232,637
Aroma Rest O Bar,"North Indian, Mughlai, Chinese",800," Karkardooma, New Delhi",4.1,335,13
Giruz,"Cafe, Sandwich, Desserts, Burger, Pizza, Fast Food, Beverages",700," Baani Square, Sector 50, Gurgaon",4.1,270,938
Big Bang City,"Italian, North Indian, Mughlai, Modern Indian",2000," Janpath, New Delhi",4.1,132,0
Noodle Bowl,"Thai, Chinese, Tibetan, Japanese",800," Sector 6, Dwarka, New Delhi",4.1,360,8506
Shibiya Restaurant,"North Indian, Chinese, Mughlai",600," Sector 43, Faridabad",4.1,485,8386
The Coco Company,"Cafe, Bakery, Desserts, Fast Food",600," Ninex City Mart Mall, Sohna Road, Gurgaon",4.1,356,929
Foreign Dhaba Express,"Mughlai, North Indian, Continental, Chinese, Thai",1500," Punjabi Bagh, New Delhi",4.1,499,95
Monster's Cafe,"North Indian, Continental, Italian, Chinese, Fast Food",1200," DLF Phase 4, Gurgaon",4.1,631,15800
Knight,"North Indian, Italian, Chinese, Continental, Seafood, Beverages",1600," Connaught Place, New Delhi",4.1,764,1
Fourty Four,"Sandwich, Pizza, Fast Food, Beverages",700," Sector 45, Noida",4.1,330,2309
Jugaad Kitchen,"North Indian, Chinese, Mughlai, Kebab, Momos",1000," Sector 31, Gurgaon",4.1,453,5864
Ustadi,Biryani,800," Sector 72, Noida",4.1,235,1924
Nawab's Biryani,"North Indian, Biryani, Mughlai",700," Sector 18, Noida",4.1,306,485
Q Bistro,"Cafe, Fast Food, Chinese, Beverages",700," Janakpuri, New Delhi",4.1,515,874
Empress Of China - Eros Hotel,"Chinese, Seafood, Desserts",3300," Eros Hotel, Nehru Place, New Delhi",4.1,220,0
Clip Kitchen,"Chinese, Italian, Continental, Asian, North Indian, Beverages",1000," Raj Nagar, Ghaziabad",4.1,447,1539
The Second Wife Restaurant,"North Indian, Mughlai, Chinese, Fast Food",600," Hajipur, Noida",4.1,314,3671
The Great Indian Dosa,South Indian,500," Delhi University-GTB Nagar, New Delhi",4.1,466,6766
Delhi - Kingdom of Dreams,"North Indian, Street Food",500," Kingdom of Dreams, Sector 29, Gurgaon",4.1,455,0
Momopoly By Little Skillet,"Chinese, Fast Food, North Indian, Momos",500," Sector 49, Gurgaon",4.1,265,3183
Mad Drop,"Burger, Pizza, Rolls, Sandwich, Fast Food, Desserts, Beverages",500," Sector 21, Faridabad",4.1,374,3132
Hudson Oven,"Cafe, Pizza",600," Delhi University-GTB Nagar, New Delhi",4.1,240,321
Winkies,"Fast Food, Beverages",300," Kavi Nagar, Ghaziabad",4.1,284,615
Chandni Chowk To Galwan Valley,"North Indian, Mughlai, Chinese, Biryani, Fast Food, Desserts",500," DLF Phase 4, Gurgaon",4.1,219,2739
Maestro,"Cafe, Italian, North Indian, Chinese",900," Ashok Vihar Phase 1, New Delhi",4.1,397,1163
Kamal's,"North Indian, Fast Food, Street Food, Mithai, Beverages",300," Sunder Nagar, New Delhi",4.1,420,4
Munch Nation,"North Indian, Chinese, Fast Food",500," Ashok Vihar Phase 3, New Delhi",4.1,650,2270
Biryani By Moumita Biryani Pal,"Biryani, North Indian",500," Palam, New Delhi",4.1,303,4393
Standard Burfee,"Mithai, Street Food",200," Karol Bagh, New Delhi",4.1,280,323
New Udupi Restaurant,"South Indian, Chinese",200," Nehru Nagar, Ghaziabad",4.1,230,227
Cafe Purani Dilli,"North Indian, Mughlai, Biryani",600," Punjabi Bagh, New Delhi",4.1,481,12600
Chinese Corner,Chinese,550," Vyapar Kendra, Sushant Lok, Gurgaon",4.1,559,10200
The Diet Kitchen,"Continental, Healthy Food, Salad",700," East Patel Nagar, New Delhi",4.1,368,11400
Slice of Italy,"Pizza, Italian",500," Meharchand Market, Lodhi Colony, New Delhi",4.1,585,8783
Caspian,"North Indian, Chinese, Biryani",500," Sector 50, Noida",4.1,149,1587
Dayum,"Fast Food, Desserts, Beverages",400," Delhi University-GTB Nagar, New Delhi",4.1,218,151
Oh My Grill,"North Indian, Chinese",500," Shastri Nagar, Ghaziabad",4.1,216,446
Tandoor Express,"Mughlai, North Indian, Chinese, Desserts, Beverages",600," Golf Course Road, Gurgaon",4.1,427,10100
Aandaz Wakhra,"North Indian, Mughlai",600," Spice World Mall, Sector 25, Noida",4.1,456,1194
Cakesisland.com,"Bakery, Desserts",500," Udyog Vihar, Gurgaon",4.1,307,2153
Oh Yummy,"Pizza, Pasta, Fast Food, Beverages",500," Vikaspuri, New Delhi",4.1,314,2735
Wrapchick,"North Indian, Chinese, BBQ, Lebanese",650," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",4.1,418,5883
Mealtime,North Indian,450," Gaur City 1, Greater Noida",4.1,384,8688
The Big Bun,"Burger, Beverages, Fast Food",300," Rohini, New Delhi",4.1,354,2538
Kathi Junction,"Rolls, Beverages",300," Sector 62, Noida",4.1,303,2661
Ruchikaaram,"South Indian, North Indian",500," DLF Phase 3, Gurgaon",4.1,334,8696
Pizza Xpress,"Pizza, Fast Food",500," Uttam Nagar, New Delhi",4.1,348,524
2 Dollar Cafe,"Chinese, North Indian, Salad, Sandwich, Burger, Rolls, Beverages",400," Gaur City 2, Greater Noida",4.1,236,2606
P:YO - The Micro Juicery,"Beverages, Juices, Healthy Food",400," Sector 54, Gurgaon",4.1,134,215
Vintage Kitchen,"Continental, Beverages, Italian, Desserts",850," DLF Phase 1, Gurgaon",4.1,135,316
Afghan Darbar Restaurant,"Afghan, Kebab, Beverages",600," Lajpat Nagar 2, New Delhi",4.1,455,3295
Alrumi Food Company,"North Indian, Mughlai, Rolls",600," DLF Phase 4, Gurgaon",4.1,237,2479
M2 Meat Murga,"North Indian, Mughlai, Chinese",600," Sector 71, Noida",4.1,231,1961
