RestaurantName,Category,Pricing,Locality,DiningRating,DiningReviewCount,DeliveryRatingCount
Gut Gullie,"Fast Food, Healthy Food, Mexican",400," PVR City Centre Mall, MG Road, Gurgaon",4.1,182,146
Mini Sweets House,"Mithai, Street Food, South Indian, Chinese, Fast Food",300," Sector 22, Faridabad",4.1,491,13300
Baker's Stop,"Bakery, Fast Food",250," Gujranwala Town, New Delhi",4.1,337,368
HUDBA,"Continental, Chinese, North Indian, Italian, Beverages",1700," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.1,513,67
Moti Mahal Delux Tandoori Trail,"North Indian, Mughlai, Chinese, Kebab, Biryani",1100," Sector 110, Noida",4.1,213,2069
Dilli 6 On Wheels,"North Indian, Street Food",300," Sector 31, Gurgaon",4.1,2133,36700
Amritsari Kulcha King,North Indian,200," NIT, Faridabad",4.1,520,19900
Anand Vaishno Dhaba,North Indian,300," Uttam Nagar, New Delhi",4.1,511,8230
Zufruta Cafe & Juice Lounge,"Italian, Mexican, Lebanese, Fast Food, Burger, Sandwich, Beverages",500," Vaishali, Ghaziabad",4.1,223,0
The Punjabiis,"North Indian, Chinese, Kebab, Mughlai, Beverages",2000," The Great India Place, Sector 38, Noida",4.1,1292,142
Pifi Pizza,"Pizza, Fast Food",600," Rohini, New Delhi",4.1,244,2719
BRYC Cafe & Restaurant,"North Indian, Chinese, Fast Food",600," Najafgarh, New Delhi",4.1,489,4649
Delicious Mood,"North Indian, Chinese, Mughlai, Biryani, Fast Food",450," NIT, Faridabad",4.1,375,7592
Cold Rock Cafe,"Pizza, Fast Food, Chinese, Desserts, Beverages",500," Sector 72, Noida",4.1,500,23500
Dheeraj Vaishno Dhaba,"North Indian, Chinese, Momos, Beverages",400," Udyog Vihar, Gurgaon",4.1,650,28400
Drifters Wok,"Chinese, Thai, Asian, Momos",500," Sector 50, Gurgaon",4.1,286,2338
Saffron Biryani,"Biryani, Kebab",300," MG Road, Gurgaon",4.1,266,160
Nazeer Foods,"North Indian, Biryani, Fast Food, Beverages",800," Pandav Nagar, New Delhi",4.1,723,10700
81C Legacy,"North Indian, Mughlai, Healthy Food, Chinese, Fast Food",900," Omega 2, Greater Noida",4.1,198,506
The Pizza Square,"Pizza, Fast Food, Beverages",500," Sector 83, Gurgaon",4.1,487,8567
Food Mistri,"North Indian, Chinese, Fast Food, Rolls",500," Indirapuram, Ghaziabad",4.1,460,10700
The Taste Of Mughals,"North Indian, Mughlai",700," Baani Square, Sector 50, Gurgaon",4.1,486,4390
Pizza 99,"Pizza, Fast Food",300," Sector 83, Gurgaon",4.1,908,6548
7 Old Town,"North Indian, Asian, Continental",1700," Hauz Khas, New Delhi",4,222,3
Ardor 2.1,"North Indian, Chinese, Continental, Italian, Pizza, Seafood, Desserts, Beverages",1800," Connaught Place, New Delhi",4,4138,196
Bokan,"Finger Food, Asian, Continental, North Indian, Italian",1500," East of Kailash, New Delhi",4,952,34
Yes Minister - Pub & Kitchen,"North Indian, Continental, Italian",1800," Essex Farms, Adchini, New Delhi",4,873,0
Ditas,"European, Continental, Asian, Desserts",1800," Mehrauli, New Delhi",4,214,6
Parikrama - The Revolving Restaurant,"North Indian, Mughlai",2600," Connaught Place, New Delhi",4,4097,0
Over The Top - Live Barbeque Grill,"North Indian, Mughlai, Asian, Italian, Fast Food, BBQ",1400," Janakpuri, New Delhi",4,1011,1186
Miss Nora,"Asian, Japanese, Sushi, Oriental, Desserts, Beverages",1600," Rajouri Garden, New Delhi",4,167,770
Infinity Lounge & Bar,"Finger Food, North Indian, Italian, Chinese, Continental",2000," Punjabi Bagh, New Delhi",4,276,4
Ambra,"Italian, Fast Food, Desserts, Panini, Beverages, Salad",2000," Greater Kailash 2 (GK2), New Delhi",4,114,260
Oh My God,"North Indian, Mughlai, Fast Food, Continental, Beverages",1400," Connaught Place, New Delhi",4,1448,0
Lazy Bear,"North Indian, Continental, Chinese",1500," Delhi University-GTB Nagar, New Delhi",4,411,0
Sky Heart Lounge And Bar,"Bar Food, Chinese, Mughlai, North Indian, Fast Food, Desserts",1100," Punjabi Bagh, New Delhi",4,647,29
Jugmug Thela,"Cafe, Italian, Fast Food, Sandwich",600," Champa Gali, Saket, New Delhi",4,1474,138
Masson's,"Cafe, Bakery, Italian, Desserts, Pizza, Beverages",700," Model Town 2, New Delhi",4,148,630
Lost Lemons,"North Indian, European, Mediterranean",1500," Sector 29, Gurgaon",4,190,1
Pavilion 75 - WelcomHotel Dwarka,"North Indian, Continental, Italian, Desserts",1800," WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi",4,502,151
COMO - Pizzeria,"Italian, Continental, Healthy Food",1400,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4,321,429
Fig At Museo,"American, Continental, Italian, Desserts, Beverages",1400," DLF Phase 4, Gurgaon",4,128,0
PLATE,"Asian, Continental, Japanese",1800," DLF Promenade Mall, Vasant Kunj, New Delhi",4,193,33
Dhansoo Cafe,"Modern Indian, Fast Food, Beverages, Japanese, Seafood, Asian, Desserts",2000," Pacific Mall, Tagore Garden, New Delhi",4,191,10
The Backyard,"Italian, Mexican, Continental",1800," Punjabi Bagh, New Delhi",4,856,949
ASAP - As Spicy As Possible Diner,"North Indian, Chinese, Street Food, Pizza, South Indian, Beverages, Desserts",500," Raj Nagar, Ghaziabad",4,255,1411
Mai Bao,"Singaporean, Seafood, Chinese, Momos",1300," DLF Avenue, Saket, New Delhi",4,72,28
Imperfecto Shor - Cafe,"Continental, Turkish, Desserts, Beverages",2100," Pride Plaza Hotel, Aerocity, New Delhi",4,288,0
Noon Mirch,"North Indian, Mughlai, Biryani, Desserts",2000," Indirapuram, Ghaziabad",4,134,0
The Immigrant Cafe,"North Indian, Italian, Chinese, Fast Food, Beverages",2200," Connaught Place, New Delhi",4,860,2
Ziuba,"Thai, Japanese, Asian",1100," Ardee Mall, Ardee City, Gurgaon",4,134,27
Dine House,"North Indian, Chinese, Lebanese, Continental, Italian, Beverages",1000," Rohini, New Delhi",4,354,109
Cirrus 9 - The Oberoi,Finger Food,3000," The Oberoi, Dr. Zakir Hussain Marg, New Delhi",4,184,0
Pintxo,"Continental, Spanish, Fast Food, Desserts",1200,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4,272,2
Chocolateria San Churro,"Cafe, Bakery, Desserts",1000," M Block Market, Greater Kailash 2 (GK2), New Delhi",4,1168,1942
The Hogwarts Kafe,"Sandwich, Burger, Chinese, Continental, North Indian, Mughlai, Desserts, Beverages",1000," Ashok Vihar Phase 2, New Delhi",4,481,171
Singla's,"North Indian, Mithai, Chinese, Fast Food, Street Food, South Indian, Pizza, Desserts",500," IP Extension, New Delhi",4,1346,83600
Cafe at Korean Cultural Centre,Korean,800," Lajpat Nagar 4, New Delhi",4,275,0
Cafe 27,"North Indian, Chinese, Fast Food",1900," Kailash Colony, New Delhi",4,1200,18
Bob's Den,"Cafe, Fast Food, Burger, Pizza, Tea, Beverages",800," Greater Kailash 1 (GK1), New Delhi",4,126,151
The Crypto Door,"Cafe, Sandwich, Italian, Continental, Beverages, Burger",700," Vijay Nagar, New Delhi",4,83,69
Rabbit Lee Cafe,"Fast Food, Desserts, Beverages",500," Krishna Nagar, New Delhi",4,115,347
Merak Bistro,"Cafe, Italian, Fast Food, Desserts, Beverages",900," Sector 81, Faridabad",4,130,278
The Race,"North Indian, Chinese, Italian, Continental",1200," Rajouri Garden, New Delhi",4,163,0
Kulcha Lal Parantha Das,"Street Food, North Indian, Desserts, Beverages",300," DLF Phase 3, Gurgaon",4,178,1689
Toxic,"North Indian, Continental, Italian, Lebanese, Sushi",1900," Southern Park Mall, Saket, New Delhi",4,423,0
CUE,"North Indian, Chinese, Continental, Beverages",1400," Rohini, New Delhi",4,237,284
Silbuttah Story By Berco's,North Indian,1200," Sector 12, Faridabad",4,180,547
Barish Moon Bar & Brewery,"North Indian, Chinese, Continental, Desserts, Salad",3000," Gardens Galleria, Sector 38 Noida, Noida",4,325,0
Evergreen Restaurant & Sweet House,"North Indian, Chinese, South Indian, Fast Food, Street Food, Mithai, Ice Cream, Beverages",500," Sector 10, Dwarka, New Delhi",4,397,13700
Shakespeare Cafe,"Cafe, Fast Food, Continental, Beverages, Mexican, Turkish, Italian, Coffee",1100," Punjabi Bagh, New Delhi",4,118,11
Coco Curry,"South Indian, North Indian, Chinese",700," Good Earth City Center, Sector 50, Gurgaon",4,122,401
Lawn Bistro,"Salad, Chinese, North Indian, Continental",1900," Sector 15, Noida",4,509,282
Brothers' Bakery,"Bakery, Fast Food, Chinese, Pizza, Momos, Desserts, Beverages",400," Tilak Nagar, New Delhi",4,414,8646
Kinbuck 2,"North Indian, Chinese, Beverages, Chettinad, South Indian, Fast Food, Mughlai, Biryani",1500," Connaught Place, New Delhi",4,1557,0
Vega Pure Vegetarian - Hotel Alka Classic,"North Indian, Mughlai, Fast Food, Desserts, Beverages",1600," Hotel Alka Classic, Connaught Place, New Delhi",4,435,46
Cafe Coffee Bar,"Continental, Italian, Fast Food, North Indian, Beverages, Coffee",800," City Centre Mall, Sector 12, Dwarka, New Delhi",4,538,349
Jalsa Indian & Ladakhi Kitchen,"Tibetan, Chinese, Beverages",900," DLF Phase 1, Gurgaon",4,330,1481
Bistro Petit,"Continental, Asian, Sandwich, Fast Food, Desserts, Beverages",1500," DLF Phase 4, Gurgaon",4,150,13
Suroor Reloaded,"Continental, North Indian, Chinese, Finger Food, Fast Food",1300," Rajouri Garden, New Delhi",4,927,92
Khalsa Parivar Restaurant,"North Indian, Chinese, Mughlai",600," Mayapuri Phase 2, New Delhi",4,393,6587
Thyme - The Umrao,"North Indian, Chinese, Continental",2000," The Umrao, Kapashera, New Delhi",4,353,1
Tenali - The Andhra Kitchen,"Andhra, South Indian",600," Green Park, New Delhi",4,205,317
SkyHouse,"North Indian, Chinese, Continental, Mughlai",2100," Gaur Central  Mall, Raj Nagar, Ghaziabad",4,235,304
Rom's Pizza,"Pizza, Fast Food",400," Shakarpur, New Delhi",4,396,9855
Cheesecake & Co.,"Desserts, Bakery, Fast Food, Beverages",500," Anand Vihar, New Delhi",4,180,1998
Fujiya,"Chinese, Japanese, Seafood, Fast Food, Momos",1500," Chanakyapuri, New Delhi",4,1127,309
Saffron The Restaurant,"North Indian, Chinese",600," Gamma 1, Greater Noida",4,342,4533
Chattynadu,"South Indian, Kerala, Desserts",800," Sushant Lok, Gurgaon",4,125,523
Moti Mahal Delux,"North Indian, Seafood",1800," Greater Kailash 2 (GK2), New Delhi",4,265,824
Handi Chhadeyan Di,"North Indian, Mughlai, Chinese, Rolls",500," Connaught Place, New Delhi",4,319,1397
Javed Ki Famous Nahari,"Mughlai, Biryani",200," Zakir Nagar, New Delhi",4,214,0
My Tea Chapel- Pinsa Pizza & Waffles,"Pizza, Bubble Tea, Healthy Food, Italian, Salad, Fast Food, Tea, Desserts",800," South Point Mall, Golf Course Road, Gurgaon",4,138,374
Cafe Nauticalmile,"Healthy Food, Italian, Beverages, Continental, Coffee, Tea",1000," Sohna Road, Gurgaon",4,120,73
The French Oven,"Continental, Italian, Mexican, North Indian, Chinese, Bakery, Beverages",500," Indirapuram, Ghaziabad",4,150,189
Bhai Ki Rasoi,"North Indian, Chinese",300," Sector 83, Gurgaon",4,255,1927
Vibe: The Sky Bar - Hilton Garden Inn,"Italian, Thai, European, North Indian",3100," Hilton Garden Inn, Sector 50, Gurgaon, Gurgaon",4,187,0
Playboy Club,"North Indian, Continental, Bar Food",4500," Chanakyapuri, New Delhi",4,516,0
SXVIII - Radisson Blu,"Continental, North Indian, Italian, Mediterranean, Thai, Beverages, Desserts",3600," Radisson Blu, Sector 18, Noida, Noida",4,279,46
Moire Cafe Lounge & Bar,"Continental, European, Asian, Biryani, Momos, Chinese, Italian, Desserts",2500," Gardens Galleria, Sector 38 Noida, Noida",4,201,0
Punjabi Rasoi,"North Indian, South Indian, Chinese",800," Rohini, New Delhi",4,666,338
On Kourse Organically Yours,"Asian, Japanese, North Indian, European, Beverages",1000," Sector 83, Gurgaon",4,106,0
High On Desserts,"Desserts, Coffee, Beverages, Fast Food",150," Rajinder Nagar, New Delhi",4,109,1314
Dharma Vaishno Dhabha,"North Indian, Chinese, Fast Food, Beverages, Desserts",500," Sector 12, Faridabad",4,448,4880
Mehfil Dhaba,"North Indian, Mughlai",300," Malviya Nagar, New Delhi",4,548,4
Dilli 19,"North Indian, Mughlai, Chinese",600," Kalkaji, New Delhi",4,541,10400
Spice It -  ibis New Delhi,"North Indian, Continental, Chinese, Fast Food, Beverages, Desserts, Kebab, Finger Food",1500," ibis New Delhi, Aerocity, New Delhi",4,276,23
TNG Food - Tandoor & Grill,"North Indian, Chinese, European, Italian, Fast Food, Beverages",1500," Raj Nagar, Ghaziabad",4,212,595
Brewin Cafe,"Cafe, Fast Food, Beverages",350," Mayur Vihar Phase 1, New Delhi",4,99,58
Pizza Union,"Pizza, Fast Food",600," Sector 10, Dwarka, New Delhi",4,177,431
Curries N Biryanis,"North Indian, Mughlai, Biryani",800," Sector 135, Noida",4,134,830
Dwarka Restaurant,"North Indian, Chinese, Mughlai, Pasta",600," Sector 5, Dwarka, New Delhi",4,460,4454
Solanas Wok & Grill,Chinese,600," Hong Kong Bazaar Mall, Sector 57, Gurgaon, Gurgaon",4,147,382
Gabru Da Dhaba,"North Indian, Chinese",450," Sector 29, Noida",4,170,535
Rooh Burger Cafe,"Burger, Fast Food, Beverages, Wraps",350," Connaught Place, New Delhi",4,816,7097
Paradise Biryani,"Biryani, North Indian, Kebab",550," Raheja Mall, Sohna Road, Gurgaon",4,1174,10100
Wangchuk's Ladakhi & Tibetan Kitchen,"Chinese, Tibetan",600," Supermart 1, DLF Phase 4, Gurgaon",4,155,1216
Quick Brown Fox Coffee Roasters,"Cafe, Italian, Desserts, Beverages",1200," Chhatarpur, New Delhi",4,195,59
Delhi Chinese Fast Food,"Chinese, Fast Food",300," Laxmi Nagar, New Delhi",4,267,333
Pulse,"North Indian, Chinese",1500," Rajouri Garden, New Delhi",4,351,25
Sura Vie,"North Indian, Chinese, Italian, Thai",1800," Punjabi Bagh, New Delhi",4,792,1308
Sethi Restaurant,"North Indian, Chinese",800," Tilak Nagar, New Delhi",4,519,16400
Sardarji Di Bhatti,"North Indian, Rolls, Chinese, Mughlai",500," Moti Nagar, New Delhi",4,236,1037
Tatva - Country Inn & Suites,"North Indian, Chinese, Biryani",2400," Country Inn & Suites by Carlson, Sahibabad, Ghaziabad",4,238,0
Rocking Woods,"North Indian, Chinese, Mughlai",1500," V3S Mall, Laxmi Nagar, New Delhi",4,571,10
Le Himalaya,"Tibetan, Nepalese, Chinese, Thai, Momos",500," Malviya Nagar, New Delhi",4,230,9312
Champaran Handi Meat,"North Indian, Mughlai",500," Sector 14, Gurgaon",4,197,4484
Artisan Lab Cafe,"Cafe, Continental",400," Greater Kailash 1 (GK1), New Delhi",4,103,0
The Veggie Bites,"North Indian, Chinese, Mughlai, Beverages",500," Pitampura, New Delhi",4,180,1336
Minar,"North Indian, Mughlai, Fast Food, Chinese, Desserts, Ice Cream, Beverages",1500," Connaught Place, New Delhi",4,734,117
Baan Thai,"Thai, Chinese, Seafood",1900," Golf Course Road, Gurgaon",4,434,1555
"Creo - Vivanta New Delhi, Dwarka","Italian, North Indian, Asian",3000," Vivanta New Delhi, Dwarka, New Delhi",4,308,0
Craving Cosmos Cafe & Bakery,"Fast Food, Beverages, Bakery, Italian, Continental",550," Mayur Vihar Phase 2, New Delhi",4,97,338
Beeryani,"North Indian, Biryani, Pizza",900," SDA Market, SDA, New Delhi",4,1234,28
Cafe NH8 - Radisson,"Continental, Italian, North Indian, Asian",2500," Radisson, Udyog Vihar, Gurgaon",4,267,29
Nathu's Sweets,"Mithai, North Indian, Street Food, South Indian, Continental",450," Raj Nagar, Ghaziabad",4,262,18700
Aapka Bhojanalaya,"North Indian, Chinese, Fast Food",250," Shahdara, New Delhi",4,314,0
Ganeshwaram,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages, Desserts",600," Sector 45, Noida",4,296,4988
Sameer Qureshi's Kebab,"Rolls, North Indian, Mughlai",800," Shopping Mall, DLF Phase 1, Gurgaon",4,223,1
Cream Stone,"Ice Cream, Beverages, Desserts",300," Connaught Place, New Delhi",4,136,315
RBG - Park Inn by Radisson,"North Indian, Continental, Desserts, Beverages",1500," Patparganj, New Delhi",4,295,22
Quirky Perky,"Cafe, Italian, Pizza, Fast Food, North Indian, Beverages",850," Raj Nagar, Ghaziabad",4,120,174
Chefsville,"North Indian, Chinese, Fast Food, Beverages, Mughlai, Italian",800," Sector 7, Dwarka, New Delhi",4,347,2992
Waves,"North Indian, Mughlai, Chinese, Beverages",1600," Adchini, New Delhi",4,244,249
Cafe Canteen,"Cafe, Continental, Italian, North Indian, Beverages",800," Jail Road, New Delhi",4,305,164
Kamal Dhaba,North Indian,250," Chander Nagar, Ghaziabad",4,278,5
Panx Pizza,"Pizza, Fast Food",500," Kalkaji, New Delhi",4,167,1262
Black Brown Coffee,"Cafe, Healthy Food, Italian, Continental, Salad, Rolls, Beverages",700," Ambience Mall, DLF Phase 3, Gurgaon",4,96,419
Vaishno Amritsari Naan - Satish Dhaba,North Indian,300," IP Extension, New Delhi",4,396,2
Khanna Ki Rasoi,"North Indian, Beverages, Fast Food",300," Chander Nagar, New Delhi",4,234,1690
Kabooze,"North Indian, Chinese, Continental",2500," Greater Kailash 2 (GK2), New Delhi",4,372,32
Anant Foods,"North Indian, Chinese, Mughlai, Momos",600," Sector 72, Noida",4,217,893
Ocean Blue,"North Indian, Chinese, Street Food, Italian, Fast Food, Mughlai, Beverages",1100," Kaushambi, Ghaziabad",4,150,22
Garden House Cafe & Health Kitchen,"Cafe, Healthy Food, Fast Food",600," Shahpur Jat, New Delhi",4,177,402
Vatika,"North Indian, Oriental, Mughlai, Beverages",650," Charmwood Village, Faridabad",4,277,1460
Creme N Crisp,"Bakery, Fast Food, Desserts, Beverages, Mithai",400," Gole Market, New Delhi",4,342,2621
Al-Burj Restaurant,"North Indian, Mughlai, Biryani",500," Badkal Lake, Faridabad",4,330,14200
Veer Ji Malai Chap Wale,"North Indian, Rolls",300," Sector 7, Gurgaon",4,246,5573
Public Headquarter,"Finger Food, North Indian, Chinese, Italian",1500," PVR Anupam Complex, Saket, New Delhi",4,355,0
The Blue Door Cafe,"Beverages, European, Italian, Desserts",1700," Khan Market, New Delhi",4,1108,107
Bajrang's Bikaner,"Mithai, Chinese, Fast Food, Bakery, Desserts",500," Sector 7, Faridabad",4,286,13400
Kaiser,"North Indian, Mughlai, Biryani, Rolls",700," Sector 50, Gurgaon",4,472,5169
"Mister Chai - Shangri-La's - Eros Hotel, New Delhi","Cafe, Tea, Street Food, Fast Food, Beverages, North Indian",1300," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",4,226,0
Diya - The Leela Ambience,North Indian,3500," The Leela Ambience, DLF Phase 3, Gurgaon",4,250,0
Janak Taste Budz,"Chinese, Rolls, Mughlai, North Indian",750," Janakpuri, New Delhi",4,164,736
Darjeeling Steamers,"Chinese, Nepalese, Tea, Beverages",500," Shahpur Jat, New Delhi",4,170,1039
Balaji Vegetarian Paradise,"North Indian, Chinese",350," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",4,191,1040
The Munching Co.,"North Indian, Rolls, Fast Food, Chinese",350," Jail Road, New Delhi",4,106,985
Desi Rasoi Food,"South Indian, North Indian, Chinese, Mughlai",400," Sector 44, Noida",4,254,708
Masha - The Record Room,"North Indian, Chinese, Italian, Middle Eastern",1200," Hauz Khas Village, New Delhi",4,902,122
Gulshan Dhaba,North Indian,500," Murthal, New Delhi",4,212,0
Sona Sweets Sri Udipi Restaurant,"North Indian, South Indian, Street Food, Desserts, Fast Food, Beverages, Chinese",400," Nehru Place, New Delhi",4,460,1214
Nerdy Dino,"Momos, Chinese, Fast Food, Beverages",500," Janakpuri, New Delhi",4,114,43
The Dessert Studio,"Bakery, Desserts",400," Civil Lines, New Delhi",4,226,497
Grubhouse Cafe,"Italian, Chinese, Sandwich, Burger, Rolls, Momos, Pizza, Beverages",500," Mayur Vihar Phase 1, New Delhi",4,189,2111
Pinjore,"Mughlai, North Indian, Asian, Pasta, Pizza, Momos, Desserts, Beverages",1900," East Patel Nagar, New Delhi",4,164,155
Jeet Restaurant,"North Indian, Chinese",400," Chander Nagar, New Delhi",4,1020,21600
Burger Singh - Big Punjabi Burgers,"Burger, Fast Food, Beverages",400," Sector 50, Noida",4,538,13100
South Indian Corner,"South Indian, Chinese, North Indian",250," Rohini, New Delhi",4,258,0
Brewtoast,"Italian, Fast Food, Beverages",450," Lajpat Nagar 4, New Delhi",4,167,650
Lama Kitchen,"Nepalese, Tibetan, Asian",700," Hauz Khas Village, New Delhi",4,380,374
The Waffle Co.,Desserts,300," Vijay Nagar, New Delhi",4,265,2103
Sighri,"North Indian, Mughlai, Chinese, Momos, Rolls",700," Janakpuri, New Delhi",4,943,20400
Pizza King,"Pizza, Fast Food",500," Badarpur Border, Faridabad",4,253,132
Blues,"Continental, North Indian, Mughlai, Chinese, Finger Food, Beverages",1100," Connaught Place, New Delhi",4,990,0
Grover Sweets,"Street Food, North Indian, Chinese",300," Uttam Nagar, New Delhi",4,481,20300
